intel,pagerank,youtube-u-growth,0.8133125325013001,0.6266250650026001
intel,pagerank,dblp_coauthor,0.7535101404056163,0.5070202808112324
intel,pagerank,soc-LiveJournal1,0.767030681227249,0.5340613624544982
intel,pagerank,orkut-links,0.7961518460738429,0.5923036921476859
intel,pagerank,roadNet-CA,0.8393135725429017,0.6786271450858035
intel,sssp,youtube-u-growth,0.8564742589703588,0.7129485179407177
intel,sssp,dblp_coauthor,0.7758710348413936,0.5517420696827873
intel,sssp,soc-LiveJournal1,0.8049921996879875,0.609984399375975
intel,sssp,orkut-links,0.8491939677587104,0.6983879355174207
intel,sssp,roadNet-CA,0.8965158606344253,0.7930317212688508
intel,bfs,youtube-u-growth,0.8632345293811753,0.7264690587623505
intel,bfs,dblp_coauthor,0.8289131565262611,0.6578263130525221
intel,bfs,soc-LiveJournal1,0.8965158606344253,0.7930317212688508
intel,bfs,orkut-links,0.8850754030161206,0.7701508060322413
intel,bfs,roadNet-CA,0.8460738429537181,0.6921476859074362
intel,cc,youtube-u-growth,0.8216328653146125,0.6432657306292252
intel,cc,dblp_coauthor,0.7847113884555382,0.5694227769110765
intel,cc,soc-LiveJournal1,0.8413936557462298,0.6827873114924597
intel,cc,orkut-links,0.8450338013520541,0.6900676027041082
intel,cc,roadNet-CA,0.8242329693187728,0.6484659386375455
yitian,pagerank,youtube-u-growth,0.8122724908996359,0.624544981799272
yitian,pagerank,dblp_coauthor,0.7555902236089443,0.5111804472178887
yitian,pagerank,soc-LiveJournal1,0.7321892875715028,0.46437857514300573
yitian,pagerank,orkut-links,0.7540301612064483,0.5080603224128966
yitian,pagerank,roadNet-CA,0.858034321372855,0.7160686427457098
yitian,sssp,youtube-u-growth,0.828393135725429,0.656786271450858
yitian,sssp,dblp_coauthor,0.8408736349453978,0.6817472698907956
yitian,sssp,soc-LiveJournal1,0.8237129485179407,0.6474258970358814
yitian,sssp,orkut-links,0.8346333853354134,0.6692667706708268
yitian,sssp,roadNet-CA,0.9011960478419136,0.8023920956838273
yitian,bfs,youtube-u-growth,0.8975559022360895,0.7951118044721789
yitian,bfs,dblp_coauthor,0.8928757150286012,0.7857514300572023
yitian,bfs,soc-LiveJournal1,0.8876755070202809,0.7753510140405616
yitian,bfs,orkut-links,0.9043161726469059,0.8086323452938118
yitian,bfs,roadNet-CA,0.8809152366094644,0.7618304732189287
yitian,cc,youtube-u-growth,0.8133125325013001,0.6266250650026001
yitian,cc,dblp_coauthor,0.8725949037961519,0.7451898075923037
yitian,cc,soc-LiveJournal1,0.8684347373894956,0.7368694747789911
yitian,cc,orkut-links,0.8450338013520541,0.6900676027041082
yitian,cc,roadNet-CA,0.8694747789911597,0.7389495579823193
