intel,pagerank,youtube-u-growth,0.6479459178367135,0.2958918356734269
intel,pagerank,dblp_coauthor,0.671866874674987,0.34373374934997397
intel,pagerank,soc-LiveJournal1,0.6396255850234009,0.2792511700468019
intel,pagerank,orkut-links,0.6510660426417056,0.30213208528341134
intel,pagerank,roadNet-CA,0.6214248569942797,0.24284971398855953
intel,sssp,youtube-u-growth,0.8081123244929798,0.6162246489859594
intel,sssp,dblp_coauthor,0.7618304732189287,0.5236609464378575
intel,sssp,soc-LiveJournal1,0.7977119084763391,0.5954238169526781
intel,sssp,orkut-links,0.8393135725429017,0.6786271450858035
intel,sssp,roadNet-CA,0.6926677067082684,0.38533541341653665
intel,bfs,youtube-u-growth,0.7743109724388976,0.5486219448777951
intel,bfs,dblp_coauthor,0.8294331773270931,0.6588663546541862
intel,bfs,soc-LiveJournal1,0.859074362974519,0.718148725949038
intel,bfs,orkut-links,0.8445137805512221,0.6890275611024441
intel,bfs,roadNet-CA,0.6328653146125846,0.265730629225169
intel,cc,youtube-u-growth,0.8190327613104524,0.6380655226209049
intel,cc,dblp_coauthor,0.8242329693187728,0.6484659386375455
intel,cc,soc-LiveJournal1,0.8335933437337494,0.6671866874674987
intel,cc,orkut-links,0.7696307852314093,0.5392615704628185
intel,cc,roadNet-CA,0.6515860634425377,0.3031721268850754
yitian,pagerank,youtube-u-growth,0.5579823192927718,0.11596463858554343
yitian,pagerank,dblp_coauthor,0.6042641705668227,0.20852834113364535
yitian,pagerank,soc-LiveJournal1,0.6307852314092564,0.26157046281851276
yitian,pagerank,orkut-links,0.641185647425897,0.2823712948517941
yitian,pagerank,roadNet-CA,0.6614664586583463,0.32293291731669266
yitian,sssp,youtube-u-growth,0.8398335933437338,0.6796671866874675
yitian,sssp,dblp_coauthor,0.8138325533021321,0.6276651066042642
yitian,sssp,soc-LiveJournal1,0.7862714508580343,0.5725429017160687
yitian,sssp,orkut-links,0.8221528861154446,0.6443057722308893
yitian,sssp,roadNet-CA,0.6437857514300572,0.2875715028601144
yitian,bfs,youtube-u-growth,0.921996879875195,0.84399375975039
yitian,bfs,dblp_coauthor,0.9287571502860115,0.8575143005720229
yitian,bfs,soc-LiveJournal1,0.9110764430577223,0.8221528861154446
yitian,bfs,orkut-links,0.7919916796671866,0.5839833593343734
yitian,bfs,roadNet-CA,0.5704628185127405,0.14092563702548103
yitian,cc,youtube-u-growth,0.7311492459698388,0.4622984919396776
yitian,cc,dblp_coauthor,0.7701508060322413,0.5403016120644826
yitian,cc,soc-LiveJournal1,0.7581903276131046,0.516380655226209
yitian,cc,orkut-links,0.7379095163806553,0.47581903276131043
yitian,cc,roadNet-CA,0.6947477899115965,0.38949557982319294
