intel,pagerank,youtube-u-growth,0.6905876235049402,0.38117524700988037
intel,pagerank,dblp_coauthor,0.6781071242849714,0.35621424856994277
intel,pagerank,soc-LiveJournal1,0.6692667706708268,0.33853354134165364
intel,pagerank,orkut-links,0.7379095163806553,0.47581903276131043
intel,pagerank,roadNet-CA,0.5039001560062403,0.0078003120124804995
intel,sssp,youtube-u-growth,0.8299531981279251,0.6599063962558502
intel,sssp,dblp_coauthor,0.7982319292771711,0.5964638585543421
intel,sssp,soc-LiveJournal1,0.8055122204888195,0.6110244409776391
intel,sssp,orkut-links,0.8361934477379095,0.672386895475819
intel,sssp,roadNet-CA,0.7977119084763391,0.5954238169526781
intel,bfs,youtube-u-growth,0.8486739469578783,0.6973478939157566
intel,bfs,dblp_coauthor,0.8003120124804992,0.6006240249609984
intel,bfs,soc-LiveJournal1,0.8445137805512221,0.6890275611024441
intel,bfs,orkut-links,0.8237129485179407,0.6474258970358814
intel,bfs,roadNet-CA,0.6651066042641706,0.33021320852834113
intel,cc,youtube-u-growth,0.8424336973478939,0.6848673946957878
intel,cc,dblp_coauthor,0.8055122204888195,0.6110244409776391
intel,cc,soc-LiveJournal1,0.8247529901196048,0.6495059802392096
intel,cc,orkut-links,0.8413936557462298,0.6827873114924597
intel,cc,roadNet-CA,0.7379095163806553,0.47581903276131043
yitian,pagerank,youtube-u-growth,0.655746229849194,0.31149245969838796
yitian,pagerank,dblp_coauthor,0.6578263130525221,0.3156526261050442
yitian,pagerank,soc-LiveJournal1,0.6895475819032761,0.3790951638065523
yitian,pagerank,orkut-links,0.7134685387415497,0.42693707748309934
yitian,pagerank,roadNet-CA,0.5595423816952678,0.11908476339053563
yitian,sssp,youtube-u-growth,0.8361934477379095,0.672386895475819
yitian,sssp,dblp_coauthor,0.7945917836713469,0.5891835673426937
yitian,sssp,soc-LiveJournal1,0.7893915756630265,0.5787831513260531
yitian,sssp,orkut-links,0.8086323452938118,0.6172646905876235
yitian,sssp,roadNet-CA,0.7956318252730109,0.5912636505460218
yitian,bfs,youtube-u-growth,0.8476339053562143,0.6952678107124285
yitian,bfs,dblp_coauthor,0.8507540301612064,0.7015080603224129
yitian,bfs,soc-LiveJournal1,0.8413936557462298,0.6827873114924597
yitian,bfs,orkut-links,0.7639105564222569,0.5278211128445138
yitian,bfs,roadNet-CA,0.766510660426417,0.5330213208528342
yitian,cc,youtube-u-growth,0.7633905356214249,0.5267810712428497
yitian,cc,dblp_coauthor,0.8086323452938118,0.6172646905876235
yitian,cc,soc-LiveJournal1,0.796671866874675,0.59334373374935
yitian,cc,orkut-links,0.7753510140405616,0.5507020280811232
yitian,cc,roadNet-CA,0.7415496619864794,0.4830993239729589
