bfs,youtube-u-growth,SparsePush,serial,boolean-array,false,0,5.83704686164856,0.221617
bfs,dblp_coauthor,SparsePush,serial,boolean-array,false,0,17.88797092437744,0.2538
bfs,soc-LiveJournal1,SparsePush,serial,boolean-array,false,0,44.387229681015015,0.817215
bfs,orkut-links,SparsePush,serial,boolean-array,false,0,71.31181979179382,0.797057
bfs,roadNet-CA,SparsePush,serial,boolean-array,false,0,1.7096786499023438,0.001004
bfs,youtube-u-growth,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,5.650441646575928,0.037106
bfs,dblp_coauthor,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,17.63986611366272,0.036652
bfs,soc-LiveJournal1,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,43.92596912384033,0.061853
bfs,orkut-links,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,62.20233511924744,0.08303
bfs,roadNet-CA,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,1.73976731300354,0.012412
bfs,youtube-u-growth,SparsePush,static-vertex-parallel,boolean-array,false,0,5.586077451705933,0.03528
bfs,dblp_coauthor,SparsePush,static-vertex-parallel,boolean-array,false,0,17.711201906204224,0.035324
bfs,soc-LiveJournal1,SparsePush,static-vertex-parallel,boolean-array,false,0,43.97390842437744,0.065831
bfs,orkut-links,SparsePush,static-vertex-parallel,boolean-array,false,0,70.62961602210999,0.097026
bfs,roadNet-CA,SparsePush,static-vertex-parallel,boolean-array,false,0,1.7200753688812256,0.003613
bfs,youtube-u-growth,DensePull,serial,boolean-array,false,0,6.0114898681640625,0.313411
bfs,dblp_coauthor,DensePull,serial,boolean-array,false,0,18.012037992477417,0.368084
bfs,soc-LiveJournal1,DensePull,serial,boolean-array,false,0,44.85310244560242,1.05536
bfs,orkut-links,DensePull,serial,boolean-array,false,0,70.92287302017212,1.04763
bfs,roadNet-CA,DensePull,serial,boolean-array,false,0,2.4050512313842773,0.694726
bfs,youtube-u-growth,DensePull,serial,bitvector,false,0,5.871742010116577,0.284781
bfs,dblp_coauthor,DensePull,serial,bitvector,false,0,17.859432458877563,0.318073
bfs,soc-LiveJournal1,DensePull,serial,bitvector,false,0,44.99789476394653,0.849586
bfs,orkut-links,DensePull,serial,bitvector,false,0,54.749598264694214,0.771638
bfs,roadNet-CA,DensePull,serial,bitvector,false,0,2.2924766540527344,0.564844
bfs,youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,0,5.694810390472412,0.035791
bfs,dblp_coauthor,DensePull,dynamic-vertex-parallel,boolean-array,false,0,17.65951371192932,0.034866
bfs,soc-LiveJournal1,DensePull,dynamic-vertex-parallel,boolean-array,false,0,44.20011854171753,0.056359
bfs,orkut-links,DensePull,dynamic-vertex-parallel,boolean-array,false,0,70.48501944541931,0.09787
bfs,roadNet-CA,DensePull,dynamic-vertex-parallel,boolean-array,false,0,1.7495486736297607,0.047432
bfs,youtube-u-growth,DensePull,dynamic-vertex-parallel,bitvector,false,0,5.585604667663574,0.047674
bfs,dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,0,17.71791362762451,0.056579
bfs,soc-LiveJournal1,DensePull,dynamic-vertex-parallel,bitvector,false,0,44.03283452987671,0.068164
bfs,orkut-links,DensePull,dynamic-vertex-parallel,bitvector,false,0,69.85555338859558,0.07142
bfs,roadNet-CA,DensePull,dynamic-vertex-parallel,bitvector,false,0,1.7712936401367188,0.064109
bfs,youtube-u-growth,DensePull,static-vertex-parallel,boolean-array,false,0,5.605483293533325,0.036677
bfs,dblp_coauthor,DensePull,static-vertex-parallel,boolean-array,false,0,17.54850435256958,0.036877
bfs,soc-LiveJournal1,DensePull,static-vertex-parallel,boolean-array,false,0,44.10724210739136,0.05851
bfs,orkut-links,DensePull,static-vertex-parallel,boolean-array,false,0,70.58456873893738,0.058577
bfs,roadNet-CA,DensePull,static-vertex-parallel,boolean-array,false,0,1.7493793964385986,0.051914
bfs,youtube-u-growth,DensePull,static-vertex-parallel,bitvector,false,0,5.60068678855896,0.053401
bfs,dblp_coauthor,DensePull,static-vertex-parallel,bitvector,false,0,17.710090160369873,0.045167
bfs,soc-LiveJournal1,DensePull,static-vertex-parallel,bitvector,false,0,43.038755893707275,0.095285
bfs,orkut-links,DensePull,static-vertex-parallel,bitvector,false,0,71.13844084739685,0.068652
bfs,roadNet-CA,DensePull,static-vertex-parallel,bitvector,false,0,1.8159494400024414,0.108072
bfs,youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,5.6216840744018555,0.042185
bfs,dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,17.62032699584961,0.04171
bfs,soc-LiveJournal1,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,42.93490529060364,0.063932
bfs,orkut-links,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,69.29276752471924,0.069985
bfs,roadNet-CA,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,1.76529860496521,0.065809
bfs,youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,5.647669792175293,0.063234
bfs,dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,17.67637300491333,0.04808
bfs,soc-LiveJournal1,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,44.01984238624573,0.074068
bfs,orkut-links,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,66.12758207321167,0.06488
bfs,roadNet-CA,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,1.7870516777038574,0.09309
bfs,youtube-u-growth,DensePull-SparsePush,serial,boolean-array,false,0,5.635152816772461,0.156527
bfs,dblp_coauthor,DensePull-SparsePush,serial,boolean-array,false,0,14.500617504119873,0.135337
bfs,soc-LiveJournal1,DensePull-SparsePush,serial,boolean-array,false,0,44.20055818557739,0.35502
bfs,orkut-links,DensePull-SparsePush,serial,boolean-array,false,0,70.13764429092407,0.094096
bfs,roadNet-CA,DensePull-SparsePush,serial,boolean-array,false,0,1.6941213607788086,0.001944
bfs,youtube-u-growth,DensePull-SparsePush,serial,bitvector,false,0,5.720660448074341,0.138208
bfs,dblp_coauthor,DensePull-SparsePush,serial,bitvector,false,0,17.835092782974243,0.123614
bfs,soc-LiveJournal1,DensePull-SparsePush,serial,bitvector,false,0,44.07197713851929,0.285454
bfs,orkut-links,DensePull-SparsePush,serial,bitvector,false,0,65.98112058639526,0.101007
