youtube-u-growth,DISABLED,CM,None,0,PUSH,DISABLED,UNFUSED_BITMAP,None,0.351776123046875,0.003747
youtube-u-growth,ENABLED,TWC,None,0,PULL,ENABLED,UNFUSED_BITMAP,BOOLMAP,1.027109146118164,0.00095
youtube-u-growth,DISABLED,VERTEX_BASED,None,0,PUSH,DISABLED,UNFUSED_BOOLMAP,None,0.8403723239898682,0.050956
youtube-u-growth,ENABLED,TWCE,None,0,PULL,ENABLED,FUSED,BITMAP,1.0541181564331055,0.00135
youtube-u-growth,ENABLED,WM,None,0,PULL,DISABLED,UNFUSED_BITMAP,BOOLMAP,1.0940258502960205,0.003724
youtube-u-growth,ENABLED,TWCE,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BITMAP,1.072497844696045,0.001437
youtube-u-growth,ENABLED,WM,None,0,PUSH,ENABLED,FUSED,None,0.4307839870452881,0.01097
youtube-u-growth,DISABLED,TWCE,None,0,PULL,DISABLED,UNFUSED_BITMAP,BOOLMAP,1.3234546184539795,0.027261
youtube-u-growth,ENABLED,TWC,None,0,PULL,DISABLED,FUSED,BITMAP,1.074338674545288,0.000803
youtube-u-growth,DISABLED,WM,None,0,PUSH,DISABLED,UNFUSED_BITMAP,None,0.4140961170196533,0.009142
youtube-u-growth,DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,FUSED,BOOLMAP,4.440080881118774,0.338569
youtube-u-growth,DISABLED,CM,None,0,PULL,ENABLED,FUSED,BOOLMAP,1.1728568077087402,0.010162
youtube-u-growth,DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BITMAP,3.8814008235931396,0.282572
youtube-u-growth,ENABLED,TWC,None,0,PULL,ENABLED,FUSED,BOOLMAP,1.0431013107299805,0.00086
youtube-u-growth,DISABLED,WM,None,0,PULL,ENABLED,FUSED,BOOLMAP,1.479895830154419,0.044322
youtube-u-growth,DISABLED,CM,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BOOLMAP,1.1438920497894287,0.009635
youtube-u-growth,DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BOOLMAP,4.432140827178955,0.338227
youtube-u-growth,ENABLED,TWCE,None,0,PUSH,ENABLED,FUSED,None,0.37675976753234863,0.006251
youtube-u-growth,DISABLED,CM,None,0,PULL,DISABLED,FUSED,BOOLMAP,1.269768476486206,0.010146
youtube-u-growth,DISABLED,WM,None,0,PUSH,ENABLED,UNFUSED_BITMAP,None,0.40903210639953613,0.009092
youtube-u-growth,DISABLED,VERTEX_BASED,None,0,PUSH,DISABLED,FUSED,None,0.8673694133758545,0.053791
youtube-u-growth,ENABLED,WM,None,0,PULL,DISABLED,FUSED,BITMAP,1.0884575843811035,0.003568
youtube-u-growth,DISABLED,TWCE,None,0,PULL,ENABLED,UNFUSED_BITMAP,BITMAP,1.3069567680358887,0.025759
youtube-u-growth,DISABLED,WM,None,0,PULL,ENABLED,UNFUSED_BITMAP,BITMAP,1.4751026630401611,0.04215
youtube-u-growth,ENABLED,WM,None,0,PUSH,ENABLED,UNFUSED_BOOLMAP,None,0.4156227111816406,0.009074
youtube-u-growth,DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,FUSED,BITMAP,3.9104204177856445,0.282319
youtube-u-growth,DISABLED,CM,None,0,PUSH,ENABLED,UNFUSED_BITMAP,None,0.3484184741973877,0.003702
youtube-u-growth,DISABLED,VERTEX_BASED,None,0,PUSH,ENABLED,UNFUSED_BOOLMAP,None,0.8263523578643799,0.050356
youtube-u-growth,ENABLED,CM,None,0,PULL,DISABLED,UNFUSED_BITMAP,BOOLMAP,1.0514779090881348,0.000817
