DISABLED,CM,None,0,PULL,DISABLED,FUSED,BITMAP
DISABLED,CM,None,0,PULL,DISABLED,FUSED,BOOLMAP
DISABLED,CM,None,0,PULL,DISABLED,UNFUSED_BITMAP,BITMAP
DISABLED,CM,None,0,PULL,DISABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,CM,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,CM,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,CM,None,0,PULL,ENABLED,FUSED,BITMAP
DISABLED,CM,None,0,PULL,ENABLED,FUSED,BOOLMAP
DISABLED,CM,None,0,PULL,ENABLED,UNFUSED_BITMAP,BITMAP
DISABLED,CM,None,0,PULL,ENABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,CM,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,CM,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,CM,None,0,PUSH,DISABLED,FUSED,None
DISABLED,CM,None,0,PUSH,DISABLED,UNFUSED_BITMAP,None
DISABLED,CM,None,0,PUSH,DISABLED,UNFUSED_BOOLMAP,None
DISABLED,CM,None,0,PUSH,ENABLED,FUSED,None
DISABLED,CM,None,0,PUSH,ENABLED,UNFUSED_BITMAP,None
DISABLED,CM,None,0,PUSH,ENABLED,UNFUSED_BOOLMAP,None
DISABLED,TWC,None,0,PUSH,DISABLED,FUSED,None
DISABLED,TWC,None,0,PUSH,DISABLED,UNFUSED_BITMAP,None
DISABLED,TWC,None,0,PUSH,DISABLED,UNFUSED_BOOLMAP,None
DISABLED,TWC,None,0,PUSH,ENABLED,FUSED,None
DISABLED,TWC,None,0,PUSH,ENABLED,UNFUSED_BITMAP,None
DISABLED,TWC,None,0,PUSH,ENABLED,UNFUSED_BOOLMAP,None
DISABLED,TWCE,None,0,PULL,DISABLED,FUSED,BITMAP
DISABLED,TWCE,None,0,PULL,DISABLED,FUSED,BOOLMAP
DISABLED,TWCE,None,0,PULL,DISABLED,UNFUSED_BITMAP,BITMAP
DISABLED,TWCE,None,0,PULL,DISABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,TWCE,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,TWCE,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,TWCE,None,0,PULL,ENABLED,FUSED,BITMAP
DISABLED,TWCE,None,0,PULL,ENABLED,FUSED,BOOLMAP
DISABLED,TWCE,None,0,PULL,ENABLED,UNFUSED_BITMAP,BITMAP
DISABLED,TWCE,None,0,PULL,ENABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,TWCE,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,TWCE,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,TWCE,None,0,PUSH,DISABLED,FUSED,None
DISABLED,TWCE,None,0,PUSH,DISABLED,UNFUSED_BITMAP,None
DISABLED,TWCE,None,0,PUSH,DISABLED,UNFUSED_BOOLMAP,None
DISABLED,TWCE,None,0,PUSH,ENABLED,FUSED,None
DISABLED,TWCE,None,0,PUSH,ENABLED,UNFUSED_BITMAP,None
DISABLED,TWCE,None,0,PUSH,ENABLED,UNFUSED_BOOLMAP,None
DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,FUSED,BITMAP
DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,FUSED,BOOLMAP
DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,UNFUSED_BITMAP,BITMAP
DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,VERTEX_BASED,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,FUSED,BITMAP
DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,FUSED,BOOLMAP
DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,UNFUSED_BITMAP,BITMAP
DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,VERTEX_BASED,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,VERTEX_BASED,None,0,PUSH,DISABLED,FUSED,None
DISABLED,VERTEX_BASED,None,0,PUSH,DISABLED,UNFUSED_BITMAP,None
DISABLED,VERTEX_BASED,None,0,PUSH,DISABLED,UNFUSED_BOOLMAP,None
DISABLED,VERTEX_BASED,None,0,PUSH,ENABLED,FUSED,None
DISABLED,VERTEX_BASED,None,0,PUSH,ENABLED,UNFUSED_BITMAP,None
DISABLED,VERTEX_BASED,None,0,PUSH,ENABLED,UNFUSED_BOOLMAP,None
DISABLED,WM,None,0,PULL,DISABLED,FUSED,BITMAP
DISABLED,WM,None,0,PULL,DISABLED,FUSED,BOOLMAP
DISABLED,WM,None,0,PULL,DISABLED,UNFUSED_BITMAP,BITMAP
DISABLED,WM,None,0,PULL,DISABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,WM,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,WM,None,0,PULL,DISABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,WM,None,0,PULL,ENABLED,FUSED,BITMAP
DISABLED,WM,None,0,PULL,ENABLED,FUSED,BOOLMAP
DISABLED,WM,None,0,PULL,ENABLED,UNFUSED_BITMAP,BITMAP
DISABLED,WM,None,0,PULL,ENABLED,UNFUSED_BITMAP,BOOLMAP
DISABLED,WM,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BITMAP
DISABLED,WM,None,0,PULL,ENABLED,UNFUSED_BOOLMAP,BOOLMAP
DISABLED,WM,None,0,PUSH,DISABLED,FUSED,None
DISABLED,WM,None,0,PUSH,DISABLED,UNFUSED_BITMAP,None
DISABLED,WM,None,0,PUSH,DISABLED,UNFUSED_BOOLMAP,None
DISABLED,WM,None,0,PUSH,ENABLED,FUSED,None
DISABLED,WM,None,0,PUSH,ENABLED,UNFUSED_BITMAP,None
DISABLED,WM,None,0,PUSH,ENABLED,UNFUSED_BOOLMAP,None
ENABLED,CM,None,0,PULL,DISABLED,FUSED,BITMAP
ENABLED,CM,None,0,PULL,DISABLED,FUSED,BOOLMAP
ENABLED,CM,None,0,PULL,DISABLED,UNFUSED_BITMAP,BITMAP
