youtube-u-growth,SparsePush,serial,boolean-array,false,0,7.075510025024414,1.42013,1.9463002681732178,0.865595
dblp_coauthor,SparsePush,serial,boolean-array,false,0,17.209019899368286,1.65002,4.685855150222778,1.07571
soc-LiveJournal1,SparsePush,serial,boolean-array,false,0,52.110814571380615,8.14853,13.458745956420898,5.10693
orkut-links,SparsePush,serial,boolean-array,false,0,81.46986556053162,11.2547,20.554895401000977,7.07815
roadNet-CA,SparsePush,serial,boolean-array,false,0,2.1611435413360596,0.451096,0.5162405967712402,0.199601
youtube-u-growth,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,6.272839307785034,0.674066,2.232301950454712,1.15402
dblp_coauthor,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,18.234615087509155,0.495918,5.034938335418701,1.4203
soc-LiveJournal1,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,45.57139348983765,1.67687,14.260421514511108,5.92659
orkut-links,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,72.24479937553406,3.52149,21.815198183059692,8.38446
youtube-u-growth,SparsePush,static-vertex-parallel,boolean-array,false,0,6.3132643699646,0.715755,2.2521519660949707,1.17278
dblp_coauthor,SparsePush,static-vertex-parallel,boolean-array,false,0,18.169004917144775,0.490146,5.020336866378784,1.42562
soc-LiveJournal1,SparsePush,static-vertex-parallel,boolean-array,false,0,45.907872438430786,1.93813,14.135018825531006,5.79994
orkut-links,SparsePush,static-vertex-parallel,boolean-array,false,0,73.56563568115234,3.46746,21.742000579833984,8.20597
roadNet-CA,SparsePush,static-vertex-parallel,boolean-array,false,0,1.830301284790039,0.116506,0.362743616104126,0.047009
youtube-u-growth,DensePull,serial,boolean-array,false,0,6.827828645706177,1.19103,1.870239019393921,0.794026
dblp_coauthor,DensePull,serial,boolean-array,false,0,19.190057039260864,1.5533,4.702304840087891,1.10056
soc-LiveJournal1,DensePull,serial,boolean-array,false,0,51.76562762260437,7.44453,13.379047393798828,5.03168
roadNet-CA,DensePull,serial,boolean-array,false,0,2.0698373317718506,0.32909,0.46420955657958984,0.148111
youtube-u-growth,DensePull,serial,bitvector,false,0,6.8040690422058105,1.21914,1.8647401332855225,0.783591
