youtube-u-growth,SparsePush,serial,boolean-array,false,0,6.241214990615845,0.35835,1.3545997142791748,0.228258
dblp_coauthor,SparsePush,serial,boolean-array,false,0,18.946893215179443,0.384407,4.101588487625122,0.324618
orkut-links,SparsePush,serial,boolean-array,false,0,75.055739402771,1.21887,15.21713662147522,1.09474
roadNet-CA,SparsePush,serial,boolean-array,false,0,1.7040233612060547,0.00189,0.31916379928588867,0.000301
youtube-u-growth,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,5.903557538986206,0.049114,1.166994571685791,0.048672
dblp_coauthor,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,18.715982913970947,0.044553,3.8250770568847656,0.036822
soc-LiveJournal1,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,46.1292405128479,0.111945,8.818682193756104,0.133971
roadNet-CA,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,1.7044329643249512,0.002438,0.3219413757324219,0.00048
youtube-u-growth,SparsePush,static-vertex-parallel,boolean-array,false,0,5.973823547363281,0.049676,1.1639199256896973,0.049626
dblp_coauthor,SparsePush,static-vertex-parallel,boolean-array,false,0,18.21975874900818,0.0615,3.8216850757598877,0.037911
soc-LiveJournal1,SparsePush,static-vertex-parallel,boolean-array,false,0,46.262699604034424,0.084621,8.834623098373413,0.122799
orkut-links,SparsePush,static-vertex-parallel,boolean-array,false,0,74.9107460975647,0.116027,14.302270650863647,0.214117
roadNet-CA,SparsePush,static-vertex-parallel,boolean-array,false,0,1.699608325958252,0.002459,0.32280635833740234,0.000415
youtube-u-growth,DensePull,serial,boolean-array,false,0,6.935980319976807,1.09875,1.6874728202819824,0.579021
soc-LiveJournal1,DensePull,serial,boolean-array,false,0,50.623713970184326,4.40761,11.37090277671814,2.67414
orkut-links,DensePull,serial,boolean-array,false,0,77.70453190803528,3.40234,16.091342210769653,1.99852
roadNet-CA,DensePull,serial,boolean-array,false,0,2.2549655437469482,0.495935,0.5307285785675049,0.211744
youtube-u-growth,DensePull,serial,bitvector,false,0,6.811368942260742,0.962681,1.6536986827850342,0.491198
dblp_coauthor,DensePull,serial,bitvector,false,0,19.65579581260681,0.932361,4.256466388702393,0.478972
soc-LiveJournal1,DensePull,serial,bitvector,false,0,42.85415029525757,3.54296,10.559664964675903,1.88964
orkut-links,DensePull,serial,bitvector,false,0,77.82740616798401,2.83533,15.674227952957153,1.58939
roadNet-CA,DensePull,serial,bitvector,false,0,2.213144302368164,0.51097,0.5509576797485352,0.229735
youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,0,5.910635709762573,0.065146,1.2122366428375244,0.101404
dblp_coauthor,DensePull,dynamic-vertex-parallel,boolean-array,false,0,18.5879385471344,0.078324,3.9907259941101074,0.182121
soc-LiveJournal1,DensePull,dynamic-vertex-parallel,boolean-array,false,0,46.190696001052856,0.195294,9.99956488609314,1.30471
orkut-links,DensePull,dynamic-vertex-parallel,boolean-array,false,0,74.32526326179504,0.154924,14.324185371398926,0.3192
roadNet-CA,DensePull,dynamic-vertex-parallel,boolean-array,false,0,1.783578634262085,0.046406,0.3440539836883545,0.019715
youtube-u-growth,DensePull,dynamic-vertex-parallel,bitvector,false,0,5.947523593902588,0.069781,1.1798417568206787,0.063571
dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,0,18.63797950744629,0.068478,3.9182348251342773,0.111667
orkut-links,DensePull,dynamic-vertex-parallel,bitvector,false,0,72.16627955436707,0.138379,14.27474045753479,0.196762
roadNet-CA,DensePull,dynamic-vertex-parallel,bitvector,false,0,1.7655994892120361,0.05401,0.34338903427124023,0.022662
youtube-u-growth,DensePull,static-vertex-parallel,boolean-array,false,0,5.9957005977630615,0.07045,1.2430999279022217,0.103265
dblp_coauthor,DensePull,static-vertex-parallel,boolean-array,false,0,18.58202862739563,0.063888,4.011085271835327,0.193575
soc-LiveJournal1,DensePull,static-vertex-parallel,boolean-array,false,0,46.43724346160889,0.191487,10.005971431732178,1.27641
orkut-links,DensePull,static-vertex-parallel,boolean-array,false,0,74.3840856552124,0.155302,14.367454767227173,0.292178
roadNet-CA,DensePull,static-vertex-parallel,boolean-array,false,0,1.7557625770568848,0.049125,0.3473062515258789,0.019183
youtube-u-growth,DensePull,static-vertex-parallel,bitvector,false,0,5.927443981170654,0.067249,1.194796085357666,0.063393
dblp_coauthor,DensePull,static-vertex-parallel,bitvector,false,0,18.545568704605103,0.06629,3.946474075317383,0.119086
soc-LiveJournal1,DensePull,static-vertex-parallel,bitvector,false,0,43.14986848831177,0.175992,9.269530534744263,0.563701
orkut-links,DensePull,static-vertex-parallel,bitvector,false,0,74.73203372955322,0.153255,14.318441152572632,0.206563
roadNet-CA,DensePull,static-vertex-parallel,bitvector,false,0,1.7760214805603027,0.066119,0.34817981719970703,0.022773
youtube-u-growth,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,5.935160875320435,0.070641,1.7844157218933105,0.647183
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,18.67661213874817,0.076064,4.515727758407593,0.709334
soc-LiveJournal1,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,45.52897644042969,0.210385,11.666521787643433,2.98573
orkut-links,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,false,0,70.7258152961731,0.161532,16.38281488418579,2.21244
dblp_coauthor,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,false,0,18.148765563964844,0.068999,4.3957507610321045,0.58848
